cod_est,fecha,entradas
153,2024-02-15,15149
405,2024-02-15,4568
406,2024-02-15,9113
407,2024-02-15,7740
409,2024-02-15,6178
410,2024-02-15,22273
412,2024-02-15,7480
413,2024-02-15,9941
414,2024-02-15,4213
415,2024-02-15,7527
416,2024-02-15,5965
417,2024-02-15,7764
419,2024-02-15,5823
420,2024-02-15,4284
421,2024-02-15,4829
422,2024-02-15,3408
111,2024-02-15,21989
501,2024-02-15,8213
502,2024-02-15,6107
503,2024-02-15,8024
504,2024-02-15,11196
506,2024-02-15,8805
507,2024-02-15,11385
511,2024-02-15,7906
513,2024-02-15,6509
517,2024-02-15,10012
518,2024-02-15,6722
519,2024-02-15,4071
520,2024-02-15,5089
521,2024-02-15,11882
522,2024-02-15,9728
525,2024-02-15,8237
526,2024-02-15,4852
527,2024-02-15,18960
528,2024-02-15,4403
529,2024-02-15,7148
530,2024-02-15,4639
551,2024-02-15,2414
552,2024-02-15,4852
523,2024-02-15,25327
601,2024-02-15,8261
602,2024-02-15,13232
604,2024-02-15,9208
605,2024-02-15,28806
606,2024-02-15,18226
608,2024-02-15,4687
609,2024-02-15,25445
611,2024-02-15,23481
613,2024-02-15,13894
617,2024-02-15,6060
620,2024-02-15,13137
621,2024-02-15,7740
622,2024-02-15,24569
626,2024-02-15,10699
627,2024-02-15,8403
628,2024-02-15,12048
1102,2024-02-15,3101
1103,2024-02-15,2083
1104,2024-02-15,3693
1105,2024-02-15,4095
1106,2024-02-15,3574
505,2024-02-15,13658
701,2024-02-15,4426
702,2024-02-15,5207
703,2024-02-15,7196
704,2024-02-15,8876
705,2024-02-15,8071
707,2024-02-15,8308
708,2024-02-15,4829
709,2024-02-15,5515
712,2024-02-15,6864
714,2024-02-15,16309
716,2024-02-15,9799
717,2024-02-15,4379
718,2024-02-15,4734
719,2024-02-15,7622
720,2024-02-15,4687
721,2024-02-15,3622
722,2024-02-15,1207
723,2024-02-15,1799
418,2024-02-15,11291
802,2024-02-15,16948
803,2024-02-15,5681
806,2024-02-15,6699
807,2024-02-15,7314
808,2024-02-15,6083
411,2024-02-15,45020
510,2024-02-15,14249
612,2024-02-15,11125
901,2024-02-15,5515
902,2024-02-15,9918
903,2024-02-15,4805
905,2024-02-15,2651
906,2024-02-15,5373
908,2024-02-15,5065
909,2024-02-15,4592
913,2024-02-15,5468
915,2024-02-15,6344
916,2024-02-15,7385
917,2024-02-15,8119
918,2024-02-15,7598
919,2024-02-15,7125
920,2024-02-15,6344
921,2024-02-15,3030
922,2024-02-15,6746
951,2024-02-15,3503
952,2024-02-15,4071
101,2024-02-15,55056
110,2024-02-15,17753
151,2024-02-15,21208
404,2024-02-15,19788
711,2024-02-15,15741
1001,2024-02-15,5562
1002,2024-02-15,16569
1013,2024-02-15,2225
1014,2024-02-15,5491
1016,2024-02-15,22250
1018,2024-02-15,6107
1019,2024-02-15,7693
1051,2024-02-15,3432
1052,2024-02-15,3835
1053,2024-02-15,6628
1054,2024-02-15,1965
102,2024-02-16,10259
103,2024-02-16,12787
104,2024-02-16,18481
105,2024-02-16,7461
107,2024-02-16,8664
108,2024-02-16,12615
113,2024-02-16,13842
114,2024-02-16,10725
115,2024-02-16,9523
116,2024-02-16,26040
117,2024-02-16,7755
118,2024-02-16,19143
119,2024-02-16,14750
120,2024-02-16,16223
122,2024-02-16,6725
123,2024-02-16,7461
124,2024-02-16,8418
125,2024-02-16,10283
126,2024-02-16,7559
127,2024-02-16,5498
128,2024-02-16,4369
129,2024-02-16,7068
130,2024-02-16,3681
152,2024-02-16,3730
106,2024-02-16,25622
202,2024-02-16,14210
204,2024-02-16,8639
205,2024-02-16,7216
206,2024-02-16,10651
207,2024-02-16,5522
209,2024-02-16,17425
210,2024-02-16,6062
211,2024-02-16,7240
212,2024-02-16,9866
213,2024-02-16,10357
214,2024-02-16,10234
251,2024-02-16,10161
252,2024-02-16,4712
253,2024-02-16,7117
254,2024-02-16,4884
255,2024-02-16,4663
625,2024-02-16,60596
112,2024-02-16,62829
301,2024-02-16,27070
302,2024-02-16,12222
303,2024-02-16,10062
304,2024-02-16,22800
305,2024-02-16,13965
307,2024-02-16,23193
308,2024-02-16,31684
309,2024-02-16,6283
310,2024-02-16,31930
311,2024-02-16,81481
351,2024-02-16,9056
352,2024-02-16,7903
353,2024-02-16,9449
354,2024-02-16,10897
355,2024-02-16,16763
356,2024-02-16,7314
357,2024-02-16,12222
109,2024-02-16,16689
153,2024-02-16,15143
405,2024-02-16,4369
406,2024-02-16,9105
407,2024-02-16,7657
409,2024-02-16,6037
410,2024-02-16,22064
412,2024-02-16,8295
413,2024-02-16,9964
414,2024-02-16,4172
415,2024-02-16,7535
416,2024-02-16,6111
417,2024-02-16,9964
419,2024-02-16,5399
420,2024-02-16,4442
421,2024-02-16,5203
422,2024-02-16,3632
111,2024-02-16,23831
501,2024-02-16,8909
502,2024-02-16,6307
503,2024-02-16,7461
504,2024-02-16,11584
506,2024-02-16,9792
507,2024-02-16,11830
511,2024-02-16,7412
513,2024-02-16,7289
517,2024-02-16,11609
518,2024-02-16,6995
519,2024-02-16,4663
520,2024-02-16,5375
521,2024-02-16,11830
522,2024-02-16,10431
525,2024-02-16,8590
526,2024-02-16,5007
527,2024-02-16,20076
528,2024-02-16,4663
529,2024-02-16,7510
530,2024-02-16,4835
551,2024-02-16,2479
552,2024-02-16,4933
523,2024-02-16,26187
601,2024-02-16,8320
602,2024-02-16,14014
604,2024-02-16,9277
605,2024-02-16,30654
606,2024-02-16,20321
608,2024-02-16,4442
609,2024-02-16,26040
611,2024-02-16,22211
613,2024-02-16,13253
617,2024-02-16,5522
620,2024-02-16,12762
621,2024-02-16,7166
622,2024-02-16,19683
626,2024-02-16,11584
627,2024-02-16,8737
628,2024-02-16,12787
1102,2024-02-16,3289
1103,2024-02-16,2111
1104,2024-02-16,3927
1105,2024-02-16,4270
1106,2024-02-16,3583
505,2024-02-16,13940
701,2024-02-16,4639
702,2024-02-16,5203
703,2024-02-16,7559
704,2024-02-16,8860
705,2024-02-16,8394
707,2024-02-16,8443
708,2024-02-16,4958
709,2024-02-16,5228
712,2024-02-16,6774
714,2024-02-16,15265
716,2024-02-16,10210
717,2024-02-16,4761
718,2024-02-16,5031
719,2024-02-16,8001
720,2024-02-16,4688
721,2024-02-16,3681
722,2024-02-16,1203
723,2024-02-16,1522
418,2024-02-16,11290
802,2024-02-16,15462
803,2024-02-16,5743
806,2024-02-16,8737
807,2024-02-16,7510
808,2024-02-16,7044
411,2024-02-16,46876
510,2024-02-16,13768
612,2024-02-16,11044
901,2024-02-16,5596
902,2024-02-16,10872
903,2024-02-16,4663
905,2024-02-16,2675
906,2024-02-16,5129
908,2024-02-16,4982
909,2024-02-16,4369
913,2024-02-16,5350
915,2024-02-16,6823
916,2024-02-16,7755
917,2024-02-16,8492
918,2024-02-16,7755
919,2024-02-16,7044
920,2024-02-16,6602
921,2024-02-16,3485
922,2024-02-16,9743
951,2024-02-16,3559
952,2024-02-16,3902
101,2024-02-16,55540
110,2024-02-16,20125
151,2024-02-16,21205
404,2024-02-16,19708
711,2024-02-16,14480
1001,2024-02-16,5866
1002,2024-02-16,15805
1013,2024-02-16,3829
1014,2024-02-16,5767
1016,2024-02-16,22628
1018,2024-02-16,6406
1019,2024-02-16,7731
1051,2024-02-16,3632
1052,2024-02-16,3853
1053,2024-02-16,6676
1054,2024-02-16,1325
102,2024-02-17,7778
103,2024-02-17,10228
104,2024-02-17,14104
105,2024-02-17,6996
107,2024-02-17,5389
108,2024-02-17,8569
113,2024-02-17,13485
114,2024-02-17,9910
115,2024-02-17,10056
116,2024-02-17,22596
117,2024-02-17,5501
118,2024-02-17,13503
119,2024-02-17,12196
120,2024-02-17,13210
122,2024-02-17,4899
123,2024-02-17,5913
124,2024-02-17,6016
125,2024-02-17,6661
126,2024-02-17,5621
127,2024-02-17,3627
128,2024-02-17,2965
129,2024-02-17,6300
130,2024-02-17,2389
152,2024-02-17,1375
106,2024-02-17,20473
202,2024-02-17,10073
204,2024-02-17,6412
205,2024-02-17,6902
206,2024-02-17,9291
207,2024-02-17,4865
209,2024-02-17,20215
210,2024-02-17,6695
211,2024-02-17,6145
212,2024-02-17,6257
213,2024-02-17,8208
214,2024-02-17,6962
251,2024-02-17,8019
252,2024-02-17,3438
253,2024-02-17,5544
254,2024-02-17,3283
255,2024-02-17,3060
625,2024-02-17,45287
112,2024-02-17,69224
301,2024-02-17,25759
302,2024-02-17,9523
303,2024-02-17,6953
304,2024-02-17,15574
305,2024-02-17,12523
307,2024-02-17,24212
308,2024-02-17,31251
309,2024-02-17,3309
310,2024-02-17,20061
311,2024-02-17,44676
351,2024-02-17,8371
352,2024-02-17,5819
353,2024-02-17,6274
354,2024-02-17,7649
355,2024-02-17,10864
356,2024-02-17,4753
357,2024-02-17,7778
109,2024-02-17,14543
153,2024-02-17,7804
405,2024-02-17,2269
406,2024-02-17,6644
407,2024-02-17,5312
409,2024-02-17,3369
410,2024-02-17,12953
412,2024-02-17,5535
413,2024-02-17,5123
414,2024-02-17,2493
415,2024-02-17,3593
416,2024-02-17,3086
417,2024-02-17,6481
419,2024-02-17,3060
420,2024-02-17,3266
421,2024-02-17,3515
422,2024-02-17,2278
111,2024-02-17,27444
501,2024-02-17,6249
502,2024-02-17,3661
503,2024-02-17,3679
504,2024-02-17,7478
506,2024-02-17,7374
507,2024-02-17,8586
511,2024-02-17,4040
513,2024-02-17,6893
517,2024-02-17,11844
518,2024-02-17,4366
519,2024-02-17,3481
520,2024-02-17,3988
521,2024-02-17,9566
522,2024-02-17,8122
525,2024-02-17,6274
526,2024-02-17,3533
527,2024-02-17,14972
528,2024-02-17,3068
529,2024-02-17,5157
530,2024-02-17,3447
551,2024-02-17,1788
552,2024-02-17,2965
523,2024-02-17,20327
601,2024-02-17,6309
602,2024-02-17,10133
604,2024-02-17,6670
605,2024-02-17,20800
606,2024-02-17,21754
608,2024-02-17,2329
609,2024-02-17,14354
611,2024-02-17,11646
613,2024-02-17,7503
617,2024-02-17,2278
620,2024-02-17,5080
621,2024-02-17,2398
622,2024-02-17,4349
626,2024-02-17,8200
627,2024-02-17,5578
628,2024-02-17,9566
1102,2024-02-17,2407
1103,2024-02-17,1504
1104,2024-02-17,2862
1105,2024-02-17,2811
1106,2024-02-17,2346
505,2024-02-17,11380
701,2024-02-17,2604
702,2024-02-17,3412
703,2024-02-17,5587
704,2024-02-17,4091
705,2024-02-17,5337
707,2024-02-17,4968
708,2024-02-17,2862
709,2024-02-17,3000
712,2024-02-17,3928
714,2024-02-17,6988
716,2024-02-17,5415
717,2024-02-17,3266
718,2024-02-17,3129
719,2024-02-17,5466
720,2024-02-17,2656
721,2024-02-17,2278
722,2024-02-17,602
723,2024-02-17,980
418,2024-02-17,6266
802,2024-02-17,7856
803,2024-02-17,3481
806,2024-02-17,7280
807,2024-02-17,4753
808,2024-02-17,6120
411,2024-02-17,24074
510,2024-02-17,7718
612,2024-02-17,6077
901,2024-02-17,2793
902,2024-02-17,8655
903,2024-02-17,3318
905,2024-02-17,1117
906,2024-02-17,2493
908,2024-02-17,2811
909,2024-02-17,2381
913,2024-02-17,3799
915,2024-02-17,4186
916,2024-02-17,4469
917,2024-02-17,5535
918,2024-02-17,4306
919,2024-02-17,4083
920,2024-02-17,3309
921,2024-02-17,2080
922,2024-02-17,5234
951,2024-02-17,1728
952,2024-02-17,1848
101,2024-02-17,31148
110,2024-02-17,19829
151,2024-02-17,14018
404,2024-02-17,13365
711,2024-02-17,7099
1001,2024-02-17,3833
1002,2024-02-17,6498
1013,2024-02-17,3292
1014,2024-02-17,4598
1016,2024-02-17,11999
1018,2024-02-17,3464
1019,2024-02-17,3979
1051,2024-02-17,2303
1052,2024-02-17,1814
1053,2024-02-17,3051
1054,2024-02-17,447
102,2024-02-18,5355
103,2024-02-18,6994
104,2024-02-18,10047
105,2024-02-18,4429
107,2024-02-18,3216
108,2024-02-18,5455
113,2024-02-18,11599
114,2024-02-18,5956
115,2024-02-18,7282
116,2024-02-18,19720
117,2024-02-18,3554
118,2024-02-18,9447
119,2024-02-18,9172
120,2024-02-18,9835
122,2024-02-18,3991
123,2024-02-18,4442
124,2024-02-18,4630
125,2024-02-18,5093
126,2024-02-18,4329
127,2024-02-18,2715
128,2024-02-18,2077
129,2024-02-18,4842
130,2024-02-18,1639
152,2024-02-18,876
106,2024-02-18,3641
202,2024-02-18,6206
204,2024-02-18,4930
205,2024-02-18,2202
206,2024-02-18,6732
207,2024-02-18,13789
209,2024-02-18,2615
210,2024-02-18,4967
211,2024-02-18,5080
212,2024-02-18,3766
213,2024-02-18,3103
214,2024-02-18,2715
251,2024-02-18,4104
252,2024-02-18,6231
253,2024-02-18,4367
254,2024-02-18,4742
255,2024-02-18,9910
625,2024-02-18,16742
112,2024-02-18,52715
301,2024-02-18,14627
302,2024-02-18,5618
303,2024-02-18,5005
304,2024-02-18,12024
305,2024-02-18,9447
307,2024-02-18,18668
308,2024-02-18,24437
309,2024-02-18,2165
310,2024-02-18,13626
311,2024-02-18,30343
351,2024-02-18,4867
352,2024-02-18,3391
353,2024-02-18,4592
354,2024-02-18,5468
355,2024-02-18,8146
356,2024-02-18,4479
357,2024-02-18,6006
109,2024-02-18,8959
153,2024-02-18,4880
405,2024-02-18,1201
406,2024-02-18,2277
407,2024-02-18,2115
409,2024-02-18,1802
410,2024-02-18,8258
412,2024-02-18,3441
413,2024-02-18,2728
414,2024-02-18,676
415,2024-02-18,2828
416,2024-02-18,2365
417,2024-02-18,3691
419,2024-02-18,1589
420,2024-02-18,2102
421,2024-02-18,1927
422,2024-02-18,1789
111,2024-02-18,19957
501,2024-02-18,4805
502,2024-02-18,2553
503,2024-02-18,4129
504,2024-02-18,5155
506,2024-02-18,5330
507,2024-02-18,5906
511,2024-02-18,2202
513,2024-02-18,4279
517,2024-02-18,11787
518,2024-02-18,5168
519,2024-02-18,2928
520,2024-02-18,3028
521,2024-02-18,7608
522,2024-02-18,5593
525,2024-02-18,4529
526,2024-02-18,2903
527,2024-02-18,10848
528,2024-02-18,2302
529,2024-02-18,4079
530,2024-02-18,3303
551,2024-02-18,1514
552,2024-02-18,2240
523,2024-02-18,15178
601,2024-02-18,4805
602,2024-02-18,7845
604,2024-02-18,5080
605,2024-02-18,16729
606,2024-02-18,12763
608,2024-02-18,1376
609,2024-02-18,12750
611,2024-02-18,8196
613,2024-02-18,4292
617,2024-02-18,1139
620,2024-02-18,3191
621,2024-02-18,1739
622,2024-02-18,2014
626,2024-02-18,7070
627,2024-02-18,4242
628,2024-02-18,7070
1102,2024-02-18,1714
1103,2024-02-18,1289
1104,2024-02-18,2565
1105,2024-02-18,2340
1106,2024-02-18,1602
505,2024-02-18,7908
701,2024-02-18,1752
702,2024-02-18,2277
703,2024-02-18,3954
704,2024-02-18,2840
705,2024-02-18,3516
707,2024-02-18,3241
708,2024-02-18,1739
709,2024-02-18,1952
712,2024-02-18,2102
714,2024-02-18,4567
716,2024-02-18,3904
717,2024-02-18,2365
718,2024-02-18,2140
719,2024-02-18,4004
720,2024-02-18,1864
721,2024-02-18,1539
722,2024-02-18,375
723,2024-02-18,838
418,2024-02-18,4717
802,2024-02-18,5005
803,2024-02-18,2590
806,2024-02-18,7557
807,2024-02-18,3353
808,2024-02-18,6119
411,2024-02-18,18080
510,2024-02-18,4392
612,2024-02-18,4079
901,2024-02-18,1952
902,2024-02-18,5631
903,2024-02-18,2553
905,2024-02-18,651
906,2024-02-18,1602
908,2024-02-18,1476
909,2024-02-18,1977
913,2024-02-18,3816
915,2024-02-18,2978
916,2024-02-18,3091
917,2024-02-18,3879
918,2024-02-18,3003
919,2024-02-18,3103
920,2024-02-18,2352
921,2024-02-18,1489
922,2024-02-18,3979
951,2024-02-18,1139
952,2024-02-18,1151
101,2024-02-18,24399
110,2024-02-18,12412
151,2024-02-18,12888
404,2024-02-18,8771
711,2024-02-18,4367
1001,2024-02-18,2815
1002,2024-02-18,4529
1013,2024-02-18,6043
1014,2024-02-18,3516
1016,2024-02-18,8096
1018,2024-02-18,2640
1019,2024-02-18,2928
1051,2024-02-18,1489
1052,2024-02-18,1039
1053,2024-02-18,1789
1054,2024-02-18,375
102,2024-02-19,9194
103,2024-02-19,11724
104,2024-02-19,16265
105,2024-02-19,6596
107,2024-02-19,8065
108,2024-02-19,11431
113,2024-02-19,10730
114,2024-02-19,7929
115,2024-02-19,7455
116,2024-02-19,22613
117,2024-02-19,6574
118,2024-02-19,17485
119,2024-02-19,13238
120,2024-02-19,14571
122,2024-02-19,6144
123,2024-02-19,6800
124,2024-02-19,7952
125,2024-02-19,10188
126,2024-02-19,6913
127,2024-02-19,5083
128,2024-02-19,4157
129,2024-02-19,6506
130,2024-02-19,3501
152,2024-02-19,4044
106,2024-02-19,23042
202,2024-02-19,13961
204,2024-02-19,7545
205,2024-02-19,7635
206,2024-02-19,8562
207,2024-02-19,4134
209,2024-02-19,14322
210,2024-02-19,4767
211,2024-02-19,5806
212,2024-02-19,9081
213,2024-02-19,9149
214,2024-02-19,9533
251,2024-02-19,9194
252,2024-02-19,3998
253,2024-02-19,6348
254,2024-02-19,4360
255,2024-02-19,4021
625,2024-02-19,54148
112,2024-02-19,54894
301,2024-02-19,23697
302,2024-02-19,11092
303,2024-02-19,8900
304,2024-02-19,21077
305,2024-02-19,11747
307,2024-02-19,17801
308,2024-02-19,26137
309,2024-02-19,5738
310,2024-02-19,29480
311,2024-02-19,75519
351,2024-02-19,8178
352,2024-02-19,7771
353,2024-02-19,8629
354,2024-02-19,10166
355,2024-02-19,14977
356,2024-02-19,6777
357,2024-02-19,11137
109,2024-02-19,13170
153,2024-02-19,13915
405,2024-02-19,3908
406,2024-02-19,7997
407,2024-02-19,7026
409,2024-02-19,5783
410,2024-02-19,20828
412,2024-02-19,6709
413,2024-02-19,9578
414,2024-02-19,4021
415,2024-02-19,7229
416,2024-02-19,5919
417,2024-02-19,7455
419,2024-02-19,5422
420,2024-02-19,4066
421,2024-02-19,5083
422,2024-02-19,3343
111,2024-02-19,19902
501,2024-02-19,8019
502,2024-02-19,6190
503,2024-02-19,7816
504,2024-02-19,10730
506,2024-02-19,8584
507,2024-02-19,10550
511,2024-02-19,7410
513,2024-02-19,5399
517,2024-02-19,8584
518,2024-02-19,6348
519,2024-02-19,3727
520,2024-02-19,4812
521,2024-02-19,10979
522,2024-02-19,9465
525,2024-02-19,8200
526,2024-02-19,4699
527,2024-02-19,18659
528,2024-02-19,4360
529,2024-02-19,7093
530,2024-02-19,4631
551,2024-02-19,2282
552,2024-02-19,4631
523,2024-02-19,24555
601,2024-02-19,8291
602,2024-02-19,13328
604,2024-02-19,8923
605,2024-02-19,28418
606,2024-02-19,17440
608,2024-02-19,4270
609,2024-02-19,25685
611,2024-02-19,20557
613,2024-02-19,12560
617,2024-02-19,5873
620,2024-02-19,12922
621,2024-02-19,7229
622,2024-02-19,23426
626,2024-02-19,9985
627,2024-02-19,8155
628,2024-02-19,11837
1102,2024-02-19,3163
1103,2024-02-19,2056
1104,2024-02-19,3682
1105,2024-02-19,4089
1106,2024-02-19,3321
505,2024-02-19,12922
701,2024-02-19,4382
702,2024-02-19,5196
703,2024-02-19,7026
704,2024-02-19,8878
705,2024-02-19,7997
707,2024-02-19,8087
708,2024-02-19,4721
709,2024-02-19,4879
712,2024-02-19,6370
714,2024-02-19,15361
716,2024-02-19,9059
717,2024-02-19,4044
718,2024-02-19,4382
719,2024-02-19,7342
720,2024-02-19,4450
721,2024-02-19,3411
722,2024-02-19,1197
723,2024-02-19,1694
418,2024-02-19,10866
802,2024-02-19,15248
803,2024-02-19,5467
806,2024-02-19,7364
807,2024-02-19,6822
808,2024-02-19,6235
411,2024-02-19,43960
510,2024-02-19,13260
612,2024-02-19,10550
901,2024-02-19,5263
902,2024-02-19,9443
903,2024-02-19,4473
905,2024-02-19,2485
906,2024-02-19,5263
908,2024-02-19,4947
909,2024-02-19,4066
913,2024-02-19,5105
915,2024-02-19,6257
916,2024-02-19,7138
917,2024-02-19,7929
918,2024-02-19,7432
919,2024-02-19,6483
920,2024-02-19,7048
921,2024-02-19,3095
922,2024-02-19,10730
951,2024-02-19,3569
952,2024-02-19,3931
101,2024-02-19,53493
110,2024-02-19,14796
151,2024-02-19,20873
404,2024-02-19,17643
711,2024-02-19,14751
1001,2024-02-19,5467
1002,2024-02-19,15587
1013,2024-02-19,2688
1014,2024-02-19,5331
1016,2024-02-19,21958
1018,2024-02-19,5851
1019,2024-02-19,7703
1051,2024-02-19,3185
1052,2024-02-19,3637
1053,2024-02-19,6190
1054,2024-02-19,1649
102,2024-02-20,9425
103,2024-02-20,12094
104,2024-02-20,16794
105,2024-02-20,6944
107,2024-02-20,8905
108,2024-02-20,12164
113,2024-02-20,11172
114,2024-02-20,8645
115,2024-02-20,6803
116,2024-02-20,22345
117,2024-02-20,7015
118,2024-02-20,18400
119,2024-02-20,13346
120,2024-02-20,14810
122,2024-02-20,5952
123,2024-02-20,7015
124,2024-02-20,8031
125,2024-02-20,10464
126,2024-02-20,7299
127,2024-02-20,5149
128,2024-02-20,4181
129,2024-02-20,6779
130,2024-02-20,3590
152,2024-02-20,4299
106,2024-02-20,24376
202,2024-02-20,14054
204,2024-02-20,8196
205,2024-02-20,7724
206,2024-02-20,9519
207,2024-02-20,4606
209,2024-02-20,14503
210,2024-02-20,5078
211,2024-02-20,6307
212,2024-02-20,9732
213,2024-02-20,9850
214,2024-02-20,10251
251,2024-02-20,9495
252,2024-02-20,4299
253,2024-02-20,6543
254,2024-02-20,4535
255,2024-02-20,4181
625,2024-02-20,57161
112,2024-02-20,57681
301,2024-02-20,24967
302,2024-02-20,11857
303,2024-02-20,9377
304,2024-02-20,22368
305,2024-02-20,12259
307,2024-02-20,18707
308,2024-02-20,27305
309,2024-02-20,5858
310,2024-02-20,31014
311,2024-02-20,78656
351,2024-02-20,8621
352,2024-02-20,7866
353,2024-02-20,9094
354,2024-02-20,10582
355,2024-02-20,15353
356,2024-02-20,6779
357,2024-02-20,11503
109,2024-02-20,14290
153,2024-02-20,15259
405,2024-02-20,4134
406,2024-02-20,8503
407,2024-02-20,7417
409,2024-02-20,6094
410,2024-02-20,21778
412,2024-02-20,7204
413,2024-02-20,10369
414,2024-02-20,4323
415,2024-02-20,7535
416,2024-02-20,6236
417,2024-02-20,7866
419,2024-02-20,6000
420,2024-02-20,4275
421,2024-02-20,5078
422,2024-02-20,3401
111,2024-02-20,20479
501,2024-02-20,8362
502,2024-02-20,6519
503,2024-02-20,8432
504,2024-02-20,11409
506,2024-02-20,8976
507,2024-02-20,11243
511,2024-02-20,7936
513,2024-02-20,5929
517,2024-02-20,9354
518,2024-02-20,6685
519,2024-02-20,3992
520,2024-02-20,5031
521,2024-02-20,11503
522,2024-02-20,9779
525,2024-02-20,8362
526,2024-02-20,4937
527,2024-02-20,19440
528,2024-02-20,4511
529,2024-02-20,7299
530,2024-02-20,4819
551,2024-02-20,2362
552,2024-02-20,5008
523,2024-02-20,25416
601,2024-02-20,8527
602,2024-02-20,13534
604,2024-02-20,9330
605,2024-02-20,28155
606,2024-02-20,17999
608,2024-02-20,4606
609,2024-02-20,25132
611,2024-02-20,21565
613,2024-02-20,12802
617,2024-02-20,6141
620,2024-02-20,13180
621,2024-02-20,7511
622,2024-02-20,25793
626,2024-02-20,11125
627,2024-02-20,8621
628,2024-02-20,12212
1102,2024-02-20,3165
1103,2024-02-20,2055
1104,2024-02-20,3779
1105,2024-02-20,4134
1106,2024-02-20,3449
505,2024-02-20,13511
701,2024-02-20,4441
702,2024-02-20,5338
703,2024-02-20,7157
704,2024-02-20,9141
705,2024-02-20,8196
707,2024-02-20,8645
708,2024-02-20,4866
709,2024-02-20,5244
712,2024-02-20,6637
714,2024-02-20,16416
716,2024-02-20,9755
717,2024-02-20,4346
718,2024-02-20,4653
719,2024-02-20,7606
720,2024-02-20,4559
721,2024-02-20,3567
722,2024-02-20,1205
723,2024-02-20,1866
418,2024-02-20,11480
802,2024-02-20,16936
803,2024-02-20,5787
806,2024-02-20,6070
807,2024-02-20,7228
808,2024-02-20,5693
411,2024-02-20,45753
510,2024-02-20,14101
612,2024-02-20,11291
901,2024-02-20,5574
902,2024-02-20,10251
903,2024-02-20,4653
905,2024-02-20,2645
906,2024-02-20,5433
908,2024-02-20,5102
909,2024-02-20,4204
913,2024-02-20,5456
915,2024-02-20,6614
916,2024-02-20,7653
917,2024-02-20,8291
918,2024-02-20,7913
919,2024-02-20,6968
920,2024-02-20,7204
921,2024-02-20,3165
922,2024-02-20,11196
951,2024-02-20,3685
952,2024-02-20,4134
101,2024-02-20,56051
110,2024-02-20,15944
151,2024-02-20,20715
404,2024-02-20,19203
711,2024-02-20,16085
1001,2024-02-20,5740
1002,2024-02-20,16534
1013,2024-02-20,2787
1014,2024-02-20,5622
1016,2024-02-20,22770
1018,2024-02-20,6047
1019,2024-02-20,8149
1051,2024-02-20,3496
1052,2024-02-20,3779
1053,2024-02-20,6661
1054,2024-02-20,2031
102,2024-02-21,10165
103,2024-02-21,12732
104,2024-02-21,17890
105,2024-02-21,7297
107,2024-02-21,9259
108,2024-02-21,12631
113,2024-02-21,12002
114,2024-02-21,8882
115,2024-02-21,7976
116,2024-02-21,23778
117,2024-02-21,7574
118,2024-02-21,19349
119,2024-02-21,14216
120,2024-02-21,15550
122,2024-02-21,6316
123,2024-02-21,7272
124,2024-02-21,8328
125,2024-02-21,10819
126,2024-02-21,7221
127,2024-02-21,5183
128,2024-02-21,4454
129,2024-02-21,6844
130,2024-02-21,3875
152,2024-02-21,4454
106,2024-02-21,25564
202,2024-02-21,14694
204,2024-02-21,8530
205,2024-02-21,7850
206,2024-02-21,10190
207,2024-02-21,5007
209,2024-02-21,17135
210,2024-02-21,5460
211,2024-02-21,6894
212,2024-02-21,10392
213,2024-02-21,10744
214,2024-02-21,11373
251,2024-02-21,10140
252,2024-02-21,4554
253,2024-02-21,6894
254,2024-02-21,4781
255,2024-02-21,5334
625,2024-02-21,60388
112,2024-02-21,61570
301,2024-02-21,26394
302,2024-02-21,12379
303,2024-02-21,9888
304,2024-02-21,23174
305,2024-02-21,13713
307,2024-02-21,20154
308,2024-02-21,30244
309,2024-02-21,6416
310,2024-02-21,32534
311,2024-02-21,82882
351,2024-02-21,8857
352,2024-02-21,8102
353,2024-02-21,9310
354,2024-02-21,10970
355,2024-02-21,15877
356,2024-02-21,7096
357,2024-02-21,12178
109,2024-02-21,15650
153,2024-02-21,15877
405,2024-02-21,4554
406,2024-02-21,9008
407,2024-02-21,7649
409,2024-02-21,6416
410,2024-02-21,22771
412,2024-02-21,7448
413,2024-02-21,10593
414,2024-02-21,4529
415,2024-02-21,7926
416,2024-02-21,6316
417,2024-02-21,8278
419,2024-02-21,6114
420,2024-02-21,4454
421,2024-02-21,5284
422,2024-02-21,3497
111,2024-02-21,21438
501,2024-02-21,9008
502,2024-02-21,6794
503,2024-02-21,8706
504,2024-02-21,11826
506,2024-02-21,9335
507,2024-02-21,11876
511,2024-02-21,8001
513,2024-02-21,6416
517,2024-02-21,10014
518,2024-02-21,7020
519,2024-02-21,4252
520,2024-02-21,5485
521,2024-02-21,12229
522,2024-02-21,10241
525,2024-02-21,8781
526,2024-02-21,5259
527,2024-02-21,20129
528,2024-02-21,4680
529,2024-02-21,7397
530,2024-02-21,4932
551,2024-02-21,2466
552,2024-02-21,5309
523,2024-02-21,26344
601,2024-02-21,8832
602,2024-02-21,14090
604,2024-02-21,9738
605,2024-02-21,29489
606,2024-02-21,18469
608,2024-02-21,4781
609,2024-02-21,26545
611,2024-02-21,22293
613,2024-02-21,13889
617,2024-02-21,6190
620,2024-02-21,14594
621,2024-02-21,8052
622,2024-02-21,25967
626,2024-02-21,11524
